element	sp_num	obs_wl_air(nm)	unc_obs_wl	ritz_wl_air(nm)	unc_ritz_wl	intens	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	Type	tp_ref	line_ref	
Fe	2	"298.9739"	"0.0005"	"298.973375"	"0.000021"	"320"	""		"3.88919250"	"8.0349812"	"3d6.(3D).4s"	"b 4D"	"1/2"	"3d6.(3P2).4p"	"z 2P*"	"1/2"	2	2		""	"L18349c142"	
Ti	1	"298.9914"	"0.0004"	"298.99070"	"0.00008"	"2"	""		"1.05292613"	"5.1984747"	"3d2.4s2"	"a 3P"	"1"	"3d3.(2P).4p"	"u 3P*"	"2"	3	5		""	"L10989"	
Fe	2	"298.9924"	"0.0005"	"298.991650"	"0.000014"	"180"	""		"5.61522263"	"9.7607579"	"3d6.(5D).4p"	"z 4F*"	"3/2"	"3d6.(5D).5s"	"e 6D"	"3/2"	4	4		""	"L18349c142"	
Cu	1	"299.0002"	"0.0021"	"298.997"	"0.004"	"1h*"	""		"5.395050"	"9.540515"	"3d9.(2D).4s.4p.(3P*)"	"4D*"	"7/2"	"3d9.4s.(3D).5d"	"2D"	"5/2"	8	6		""	"L772"	
Cu	1	"299.0002"	"0.0021"	"299.003"	"0.003"	"1h*"	""		"5.505682"	"9.651066"	"3d9.(2D).4s.4p.(3P*)"	"4D*"	"5/2"	"3d9.4s.(3D).5d"	"4P"	"3/2"	6	4		""	"L772"	
Ti	2	"299.004315"	"0.000018"	"299.004332"	"0.000010"	"67"	"5.6e+07"	D	"3.97066729"	"8.11602678"	"3d2.(3F).4p"	"z 2D*"	"5/2"	"3d2.(3F).4d"	"4D"	"7/2"	6	8		"T2403n"	"u37"	
Fe	1	"299.03913"	"0.00003"	"299.039127"	"0.000020"	"5200"	"3.5e+07"	D+	"2.72754450"	"6.87242168"	"3d7.(2G).4s"	"a 3G"	"4"	"3d6.(1G2).4s.4p.(3P*)"	"s 3G*"	"5"	9	11		"T2491n"	"L11631"	
Ti	1	"299.0485"	"0.0004"	"299.04809"	"0.00013"	"9"	""		"1.46013860"	"5.6048915"	"3d3.(4F).4s"	"b 3F"	"4"	"3d3.(4F).5p"	"n 3D*"	"3"	9	7		""	"L10989"	
Fe	1	"299.0599"	"0.0004"	"299.05957"	"0.00008"	"0d?"	""		"3.11096179"	"7.2555557"	"3d7.(2P).4s"	"c 3P"	"0"	"3d6.4s.(4D).5p"	"5D*"	"1"	1	3		""	"L11631c80"	
O	2	"299.0673"	""	"299.0668"	""	"4"	""		"28.8307832"	"32.975276"	"2s2.2p2.(3P).3d"	"4P"	"3/2"	"2s2.2p2.(3P).5f F"	"2[2]*"	"5/2"	4	6		""	"L10621"	
Ar	2	"299.0843"	"0.0006"	"299.084527"	"0.000014"	"2"	""		"21.42814610"	"25.57239413"	"3s2.3p4.(1D).3d"	"2D"	"3/2"	"3s2.3p4.(3P<1>).5f"	"2[3]*"	"5/2"	4	6		""	"L14821"	
Ti	1	"299.0983"	"0.0004"	"299.09781"	"0.00016"	"7"	""		"1.44315262"	"5.5872166"	"3d3.(4F).4s"	"b 3F"	"3"	"3d3.(4F).5p"	"n 3D*"	"2"	7	5		""	"L10989"	
Fe	2	"299.1081"	"0.0005"	"299.1093"	"0.0003"	"240"	""		"7.2736817"	"11.417586"	"3d6.(1G1).4s"	"d 2G"	"7/2"	"3d5.(4G).4s.4p.(3P*)"	"x 4H*"	"7/2"	8	8		""	"L18349c143"	
Ne	2	"299.1207"	"0.0010"	"299.11969"	"0.00007"	"60"	""		"34.6440204"	"38.7877813"	"2s2.2p4.(3P).3d"	"4D"	"1/2"	"2s2.2p4.(3P<2>).5f"	"2[1]*"	"3/2"	2	4		""	"L1406"	
O	2	""	""	"299.1221"	""	""	""		"28.8307832"	"32.974511"	"2s2.2p2.(3P).3d"	"4P"	"3/2"	"2s2.2p2.(3P).5f F"	"2[2]*"	"3/2"	4	4		""	"L11267"	
Fe	2	"299.1236"	"0.0005"	"299.122864"	"0.000015"	"270"	"1.4e+06"	D	"3.42449356"	"7.5682105"	"3d6.(3F2).4s"	"a 2F"	"5/2"	"3d6.(3H).4p"	"z 4G*"	"5/2"	6	6		"T6892c83"	"L18349c142"	
Ne	2	"299.1276"	"0.0010"	"299.12819"	"0.00007"	"100"	""		"34.6440204"	"38.7876635"	"2s2.2p4.(3P).3d"	"4D"	"1/2"	"2s2.2p4.(3P<2>).5f"	"2[1]*"	"1/2"	2	2		""	"L1406"	
Cr	1	"299.14073"	"0.00010"	"299.140713"	"0.000019"	"3"	""		"3.43483025"	"7.5782999"	"3d4.4s2"	"b 3G"	"4"	"3d5.(2H).4p"	"r 3G*"	"4"	9	9		""	"L14866"	
Fe	1	"299.16312"	"0.00003"	"299.163126"	"0.000020"	"1860"	""		"2.40407444"	"6.54723369"	"3d6.4s2"	"a 3H"	"6"	"3d7.(4F).5p"	"3G*"	"5"	13	11		""	"L11631"	
Fe	1	"299.1763"	"0.0004"	"299.176252"	"0.000020"	"3"	""		"2.93984587"	"7.08282336"	"3d6.(5D).4s.4p.(3P*)"	"z 7P*"	"4"	"3d6.4s.(6D).5d"	"7G"	"5"	9	11		""	"L11631c80"	
Cu	1	"299.1780"	"0.0021"	"299.1779"	"0.0011"	"15h"	""		"5.522772"	"9.665726"	"3d9.(2D).4s.4p.(3P*)"	"4D*"	"3/2"	"3d9.4s.(3D).5d"	"2F"	"5/2"	4	6		""	"L772"	
Ti	1	"299.1787"	"0.0004"	"299.17816"	"0.00005"	"3"	""		"0.8995494"	"5.0425005"	"3d2.4s2"	"a 1D"	"2"	"3d3.(4P).4p"	"r 3D*"	"2"	5	5		""	"L10989"	
Fe	1	"299.1827"	"0.0004"	"299.183549"	"0.000013"	"1d,bl"	""		"2.58810592"	"6.73098236"	"3d6.4s2"	"b 3F2"	"3"	"3d7.(4F).5p"	"3F*"	"3"	7	7		""	"L11631c80"	
Fe	2	"299.1828"	"0.0005"	"299.181822"	"0.000014"	"800bl(Fe II)*"	"1.0e+06"	D	"5.51071390"	"9.6536143"	"3d6.(5D).4p"	"z 4D*"	"7/2"	"3d6.(5D).5s"	"e 6D"	"9/2"	8	10		"T6892c83"	"L18349c143"	
Fe	2	"299.1828"	"0.0005"	"299.182448"	"0.000016"	"800bl(Fe II)*"	""		"8.9224918"	"13.0653835"	"3d6.(3D).4p"	"w 4P*"	"5/2"	"3d6.(3F2).4d"	"4D"	"5/2"	6	6		""	"L18349c143"	
Cr	1	"299.18875"	"0.00002"	"299.188747"	"0.000019"	"220"	"3.0e+08"	D	"0.96841324"	"5.11121771"	"3d4.4s2"	"a 5D"	"1"	"3d4.(5D).4s.4p.(1P*)"	"y 5D*"	"0"	3	1		"T3196"	"L14866"	
Fe	1	"299.1904"	"0.0004"	"299.190336"	"0.000020"	"0d"	""		"2.93984587"	"7.08262833"	"3d6.(5D).4s.4p.(3P*)"	"z 7P*"	"4"	"3d6.4s.(6D).5d"	"5F"	"4"	9	9		""	"L11631c80"	
Cr	2	"299.20704"	"0.00005"	"299.207003"	"0.000015"	"160"	""		"6.11883513"	"10.26138684"	"3d4.(5D).4p"	"z 6D*"	"5/2"	"3d4.(5D).5s"	"e 6D"	"3/2"	6	4		""	"L18847"	
Mn	2	"299.2410"	"0.0018"	"299.2380"	"0.0003"	"20D*"	""		"6.5281805"	"10.670303"	"3d5.(2G).4s"	"b 1G"	"4"	"3d5.(a 2F).4p"	"y 1F*"	"3"	9	7		""	"L562"	
Mn	2	"299.2410"	"0.0018"	"299.24215"	"0.00017"	"20D*"	"1.7e+06"	D+	"4.1260367"	"8.2681019"	"3d5.(4G).4s"	"a 3G"	"3"	"3d5.(4G).4p"	"z 5F*"	"3"	7	7		"T7259"	"L562"	
Ne	1	"299.24296"	"0.00008"	"299.243061"	"0.000013"	"2000"	"8.3e+05"	D+	"16.67082693"	"20.81287950"	"2s2.2p5.(2P*<3/2>).3s"	"2[3/2]*"	"1"	"2s2.2p5.(2P*<3/2>).5p"	"2[1/2]"	"0"	3	1		"T6976"	"L5951"	
Cr	2	"299.24417"	"0.00003"	"299.244170"	"0.000012"	"64"	""		"3.75653126"	"7.89856848"	"3d4.(3H).4s"	"a 4H"	"11/2"	"3d4.(3H).4p"	"z 4H*"	"9/2"	12	10		""	"L18847"	
Cr	2	"299.25777"	"0.00019"	"299.25714"	"0.00004"	"27*"	""		"8.41483366"	"12.5566914"	"3d4.(a 3F).4p"	"x 4D*"	"3/2"	"3d4.(a 3F).5s"	"f 4F"	"5/2"	4	6		""	"L18847c153"	
Cr	2	"299.25777"	"0.00019"	"299.25838"	"0.00004"	"27*"	""		"5.4933774"	"9.6352180"	"3d5"	"b 2S"	"1/2"	"3d4.(a 1S).4p"	"x 2P*"	"3/2"	2	4		""	"L18847c153"	
Ni	1	"299.260"	""	"299.25922"	""	"500"	"5.4e+06"	C+	"0.0253904"	"4.1672193"	"3d9.(2D).4s"	"3D"	"3"	"3d8.(3F).4s.4p.(3P*)"	"3D*"	"2"	7	5		"T4812"	"L3475"	
C	2	"299.262"	"0.003"	"299.2500"	"0.0009"	"690h*"	"7.73e+07"	B	"18.045807"	"22.187763"	"2s2.3d"	"2D"	"3/2"	"2s2.5f"	"2F*"	"5/2"	4	6		"T7476"	"L1176"	
C	2	"299.262"	"0.003"	"299.2623"	"0.0008"	"690h*"	"8.28e+07"	B	"18.045987"	"22.187773"	"2s2.3d"	"2D"	"5/2"	"2s2.5f"	"2F*"	"7/2"	6	8		"T7476"	"L1176"	
C	2	"299.262"	"0.003"	"299.2630"	"0.0009"	"690h*"	"5.3e+06"	C	"18.045987"	"22.187763"	"2s2.3d"	"2D"	"5/2"	"2s2.5f"	"2F*"	"5/2"	6	6		"T10276"	"L1176"	
Fe	2	"299.2648"	"0.0005"	"299.264220"	"0.000015"	"190d"	""		"7.12826481"	"11.2700245"	"3d5.4s2"	"d 4P"	"3/2"	"3d6.(5D).5p"	"4D*"	"3/2"	4	4		""	"L18349c142"	
Cu	2	"299.26695"	"0.00019"	"299.26698"	"0.00007"	"460"	""		"14.98671572"	"19.1284372"	"3d9.(2D<5/2>).5p"	"2[5/2]*"	"2"	"3d9.(2D<5/2>).9s"	"2[5/2]"	"2"	5	5		""	"L869c171"	
Mn	2	"299.282"	"0.0015"	"299.2835"	"0.0003"	"3"	""		"6.1282130"	"10.2697054"	"3d5.(2G).4s"	"c 3G"	"4"	"3d5.(a 2F).4p"	"w 3F*"	"4"	9	9		""	"L562"	
Cr	2	"299.295631"	"0.000009"	"299.295624"	"0.000015"	"450"	""		"6.17917158"	"10.32049674"	"3d4.(5D).4p"	"z 6D*"	"9/2"	"3d4.(5D).5s"	"e 6D"	"9/2"	10	10		""	"L18847"	
Cu	2	"299.3024"	"0.0005"	"299.3024"	"0.0005"	"460"	""		"15.31909404"	"19.460325?"	"3d9.(2D<3/2>).5p"	"2[3/2]*"	"2"	"3d9.(2D<3/2>).8d"	"2[5/2]"	"2"	5	5		""	"L869c171"	
Ti	1	"299.3041"	"0.0004"	"299.30365"	"0.00005"	"3"	""		"1.44315262"	"5.5843667"	"3d3.(4F).4s"	"b 3F"	"3"	"3d3.(4F).5p"	"3F*"	"4"	7	9		""	"L10989"	
Fe	2	"299.3206"	"0.0005"	"299.319614"	"0.000021"	"210d?"	""		"7.4937341"	"11.6347274"	"3d5.4s2"	"c 4D"	"3/2"	"3d5.(4D).4s.4p.(3P*)"	"6D*"	"3/2"	4	4		""	"L18349c143"	
Cu	2	"299.32667"	"0.00008"	"299.32675"	"0.00004"	"920"	""		"13.43190349"	"17.5727981"	"3d9.(2D<5/2>).5s"	"2[5/2]"	"2"	"3d9.(2D<3/2>).6p"	"2[3/2]*"	"1"	5	3		""	"L869c171"	
Fe	1	"299.3280"	"0.0004"	"299.32811"	"0.00013"	"0d?"	""		"3.24096914"	"7.3818449"	"3d6.(5D).4s.4p.(3P*)"	"z 5D*"	"3"	"3d6.4s.(6D<7/2>).6d"	"2[5/2]"	"3"	7	7		""	"L11631c80"	
Mn	2	"299.3303"	"0.0006"	"299.33091"	"0.00017"	"30"	""		"4.1260367"	"8.2668737"	"3d5.(4G).4s"	"a 3G"	"3"	"3d5.(4P).4p"	"z 5D*"	"2"	7	5		""	"L562"	
Fe	2	"299.3357"	"0.0005"	"299.335864"	"0.000021"	"500"	""		"4.49479059"	"8.6355591"	"3d6.(3D).4s"	"b 2D"	"5/2"	"3d6.(3G).4p"	"y 2F*"	"5/2"	6	6		""	"L18349c142"	
Cr	2	"299.354119"	"0.000009"	"299.354118"	"0.000015"	"240"	""		"6.15529544"	"10.29581141"	"3d4.(5D).4p"	"z 6D*"	"7/2"	"3d4.(5D).5s"	"e 6D"	"7/2"	8	8		""	"L18847"	
Mn	2	"299.3611"	"0.0018"	"299.36025"	"0.00018"	"50*"	"5.9e+06"	D+	"4.1097923"	"8.2502234"	"3d5.(4G).4s"	"a 3G"	"5"	"3d5.(4G).4p"	"z 5F*"	"5"	11	11		"T7259"	"L562"	
Mn	2	"299.3611"	"0.0018"	"299.36198"	"0.00017"	"50*"	"2.1e+05"	D	"4.122308"	"8.2627156"	"3d5.(4G).4s"	"a 3G"	"4"	"3d5.(4G).4p"	"z 5F*"	"4"	9	9		"T7259"	"L562"	
Fe	1	"299.3791"	"0.0004"	"299.3797"	"0.0003"	"3"	""		"3.24096914"	"7.381131"	"3d6.(5D).4s.4p.(3P*)"	"z 5D*"	"3"	"3d6.4s.(6D<7/2>).6d"	"2[9/2]"	"4"	7	9		""	"L11631c80"	
Ti	1	"299.3931"	"0.0004"	"299.39263"	"0.00006"	"2"	""		"1.42975614"	"5.5697395"	"3d3.(4F).4s"	"b 3F"	"2"	"3d3.(4F).5p"	"3F*"	"3"	5	7		""	"L10989"	
Ne	2	"299.4023"	"0.0010"	"299.4022"	"0.0007"	"160"	""		"37.8646002"	"42.004452"	"2s2.2p4.(1S).3p"	"2P*"	"3/2"	"2s2.2p4.(1S).4s"	"2S"	"1/2"	4	2		""	"L1406"	
Cr	1	"299.40678"	"0.00002"	"299.406767"	"0.000010"	"170"	"2.5e+07"	E	"0.94143042"	"5.08121834"	"3d5.(6S).4s"	"a 5S"	"2"	"3d4.(5D).4s.4p.(1P*)"	"x 5P*"	"2"	5	5		"T3196"	"L14866"	
Fe	1	"299.4074"	"0.0004"	"299.4083"	"0.0003"	"0d?"	""		"3.26570610"	"7.405473"	"3d6.(5D).4s.4p.(3P*)"	"z 5D*"	"2"	"3d6.4s.(6D<5/2>).6d"	"2[1/2]"	"1"	5	3		""	"L11631c80"	
Mn	2	"299.411"	"0.0015"	""	""	"1"	""		""	""	""	""	""	""	""	""				""	"L562"	
Cu	1	"299.413"	"0.006"	"299.409"	"0.005"	"5h*"	""		"5.522772"	"9.66252"	"3d9.(2D).4s.4p.(3P*)"	"4D*"	"3/2"	"3d9.4s.(3D).5d"	"2D"	"3/2"	4	4		""	"L772"	
Cu	1	"299.413"	"0.006"	"299.416"	"0.003"	"5h*"	""		"5.688311"	"9.827971"	"3d9.(2D).4s.4p.(3P*)"	"2P*"	"3/2"	"3d9.4s.(3D).7s"	"2D"	"5/2"	4	6		""	"L772"	
Ne	1	"299.4250"	"0.0020"	"299.426883"	"0.000013"	"30"	""		"16.67082693"	"20.81033675"	"2s2.2p5.(2P*<3/2>).3s"	"2[3/2]*"	"1"	"2s2.2p5.(2P*<1/2>).4f"	"2[5/2]"	"2"	3	5		""	"L3469"	
Al	2	"299.4277"	""	"299.4273"	""	"50"	"4.04e+06"	C	"13.071347"	"17.210850"	"3s.4p"	"3P*"	"0"	"3s.6d"	"3D"	"1"	1	3		"T6298c4,LS"	"L4575"	
Mn	2	"299.439"	"0.0015"	"299.4382"	"0.0003"	"0"	""		"6.4934578"	"10.632812"	"3d5.(2F).4s"	"d 3F"	"3"	"3d5.(a 2G).4p"	"1G*"	"4"	7	9		""	"L562"	
Hg	2	"299.4420"	"0.0004"	"299.44190"	"0.00019"	"140"	"8.0e+05"		"13.7838307"	"17.9231329"	"5d9.6s.6p"	"(2D<3/2>,3P<2>)*"	"5/2"	"5d9.6s.6d"	"[(2D<5/2>,1/2)<3>,3/2]"	"3/2"	6	4		"T7226"	"L11760"	
Fe	1	"299.44266"	"0.00003"	"299.442662"	"0.000013"	"r"	"4.39e+07"	B+	"0.05156912"	"4.19086081"	"3d6.4s2"	"a 5D"	"3"	"3d7.(4F).4p"	"y 5D*"	"2"	7	5		"T5720"	"L11631"	
Ti	1	"299.4436"	"0.0004"	"299.44384"	"0.00018"	"3"	""		"1.87920395"	"6.0184794"	"3d3.(2G).4s"	"a 3G"	"4"	"3d2.4s.(2F).5p"	"3G*"	"3"	9	7		""	"L10989"	
Cr	2	"299.4449"	"0.0003"	"299.44441"	"0.00004"	"14"	""		"8.41351307"	"12.5527805"	"3d4.(a 3F).4p"	"x 4D*"	"1/2"	"3d4.(a 3F).5s"	"f 4F"	"3/2"	2	4		""	"L18847"	
Ni	1	"299.446"	""	"299.44532"	""	"1000"	"8.7e+06"	C+	"0.0253904"	"4.1646453"	"3d9.(2D).4s"	"3D"	"3"	"3d8.(3F).4s.4p.(3P*)"	"1G*"	"4"	7	9		"T4812"	"L3475"	
Fe	1	"299.45019"	"0.00003"	"299.450197"	"0.000013"	"26300"	"1.49e+06"	A	"0.12126572"	"4.26045326"	"3d6.4s2"	"a 5D"	"0"	"3d6.(5D).4s.4p.(3P*)"	"z 3P*"	"1"	1	3		"T3547"	"L11631"	
Cr	2	"299.47455"	"0.00002"	"299.474571"	"0.000011"	"53"	""		"3.74665105"	"7.88550172"	"3d4.(3H).4s"	"a 4H"	"9/2"	"3d4.(3H).4p"	"z 4H*"	"7/2"	10	8		""	"L18847"	
Ne	2	"299.4828"	"0.0003"	"299.48286"	"0.00005"	"160"	""		"34.6440204"	"38.7827565"	"2s2.2p4.(3P).3d"	"4D"	"1/2"	"2s2.2p4.(3P<2>).5f"	"2[2]*"	"3/2"	2	4		""	"L5951"	
Ne	2	"299.4909"	"0.0010"	"299.4910"	"0.0007"	"100"	""		"37.8658278"	"42.004452"	"2s2.2p4.(1S).3p"	"2P*"	"1/2"	"2s2.2p4.(1S).4s"	"2S"	"1/2"	2	2		""	"L1406"	
Ca	1	"299.496"	""	"299.49574"	""	"9"	"3.67e+07"	C	"1.8793402"	"6.0178983"	"3p6.4s.4p"	"3P*"	"0"	"3p6.3d2"	"3P"	"1"	1	3		"T539n,LS"	"L6097"	
Cr	1	"299.51018"	"0.00002"	"299.510196"	"0.000008"	"230"	"4.3e+07"	D	"0.94143042"	"5.07978882"	"3d5.(6S).4s"	"a 5S"	"2"	"3d4.(5D).4s.4p.(1P*)"	"y 5F*"	"2"	5	5		"T3196"	"L14866"	
Fe	1	"299.52497"	"0.00018"	"299.524918"	"0.000020"	"100"	""		"2.55917148"	"6.69732648"	"3d6.4s2"	"b 3F2"	"4"	"3d7.(4F).5p"	"3G*"	"4"	9	9		""	"L11631"	
Mn	2	"299.5307"	"0.0006"	"299.5325"	"0.0003"	"5"	""		"6.494761"	"10.632812"	"3d5.(2F).4s"	"d 3F"	"4"	"3d5.(a 2G).4p"	"1G*"	"4"	9	9		""	"L562"	
Cr	1	"299.542"	"0.003"	"299.539918"	"0.000020"	"2*"	""		"3.44884096"	"7.5867887"	"3d4.4s2"	"b 3G"	"5"	"3d5.(2G1).4p"	"s 3H*"	"6"	11	13		""	"L808"	
Cr	1	"299.542"	"0.003"	"299.54350"	"0.00004"	"2*"	""		"3.43483025"	"7.5727286"	"3d4.4s2"	"b 3G"	"4"	"3d5.(2H).4p"	"r 3G*"	"3"	9	7		""	"L808"	
Fe	1	"299.5475"	"0.0004"	"299.5475"	"0.0003"	"1"	""		"3.24096914"	"7.378812"	"3d6.(5D).4s.4p.(3P*)"	"z 5D*"	"3"	"3d6.4s.(6D<7/2>).6d"	"2[5/2]"	"2"	7	5		""	"L11631c80"	
Al	2	"299.5525"	""	"299.5528"	""	"400"	"5.44e+06"	C+	"13.073080"	"17.210850"	"3s.4p"	"3P*"	"1"	"3s.6d"	"3D"	"2"	3	5		"T6298c4,LS"	"L4575"	
Fe	1	"299.5594"	"0.0004"	"299.559285"	"0.000020"	"0d?"	""		"2.55917148"	"6.69685175"	"3d6.4s2"	"b 3F2"	"4"	"3d6.(3D).4s.4p.(3P*)"	"5F*"	"5"	9	11		""	"L11631c80"	
Ti	2	"299.56370"	"0.00003"	"299.563726"	"0.000010"	"36"	""		"3.97066729"	"8.10828622"	"3d2.(3F).4p"	"z 2D*"	"5/2"	"3d2.(3F).4d"	"4D"	"5/2"	6	6		""	"u37"	
Fe	1	"299.5830"	"0.0004"	"299.58324"	"0.00003"	"2"	""		"3.01762252"	"7.1549720"	"3d6.4s2"	"b 3G"	"3"	"3d6.(3D).4s.4p.(3P*)"	"t 3F*"	"2"	7	5		""	"L11631c80"	
O	2	"299.5871"	""	"299.5810"	""	"7w*"	""		"31.319435"	"35.45682?"	"2s2.2p2.(1D).3d"	"2G"	"9/2"	"2s2.2p2.(1D).5f H"	"2[5]*"	"11/2"	10	12		""	"L10621"	
O	2	"299.5871"	""	"299.5810"	""	"7w*"	""		"31.319435"	"35.45682?"	"2s2.2p2.(1D).3d"	"2G"	"9/2"	"2s2.2p2.(1D).5f H"	"2[5]*"	"9/2"	10	10		""	"L10621"	
O	2	"299.5871"	""	"299.5916"	""	"7w*"	""		"31.319581"	"35.45682?"	"2s2.2p2.(1D).3d"	"2G"	"7/2"	"2s2.2p2.(1D).5f H"	"2[5]*"	"9/2"	8	10		""	"L10621"	
Fe	1	"299.5956"	"0.0004"	"299.596256"	"0.000020"	"0"	""		"2.86539125"	"7.00256095"	"3d6.(5D).4s.4p.(3P*)"	"z 7F*"	"3"	"3d6.4s.(6D).5d"	"5D"	"2"	7	5		""	"L11631c80"	
Fe	2	"299.5973"	"0.0005"	"299.596884"	"0.000014"	"100bl(Fe I)"	"1.0e+06"	D	"8.7179023"	"12.8550633"	"3d6.(3G).4p"	"x 2G*"	"9/2"	"3d6.(5D).5d"	"4F"	"9/2"	10	10		"T6892c83"	"L18349c142"	
Mn	2	"299.6223"	"0.0006"	"299.6224"	"0.0003"	"20"	""		"6.1328970"	"10.2697054"	"3d5.(2G).4s"	"c 3G"	"3"	"3d5.(a 2F).4p"	"w 3F*"	"4"	7	9		""	"L562"	
Al	1	"299.629"	""	"299.6309"	""	"3"	""		"5.6221371"	"9.758828"	"3s2.6d"	"2D"	"5/2"	"3s.3p.(3P*).4d"	"2F*"	"7/2"	6	8		""	"L3514"	
Mn	2	"299.633"	"0.0015"	"299.63180"	"0.00017"	"0"	""		"4.1260367"	"8.2627156"	"3d5.(4G).4s"	"a 3G"	"3"	"3d5.(4G).4p"	"z 5F*"	"4"	7	9		""	"L562"	
Fe	1	"299.63855"	"0.00003"	"299.638525"	"0.000020"	"1410"	"1.70e+07"	B	"2.42419831"	"6.56078442"	"3d6.4s2"	"a 3P2"	"1"	"3d7.(2D2).4p"	"v 3P*"	"2"	3	5		"T5720"	"L11631"	
Ti	1	"299.6565"	"0.0004"	"299.65601"	"0.00005"	"2"	""		"1.44315262"	"5.5794973"	"3d3.(4F).4s"	"b 3F"	"3"	"3d3.(4F).5p"	"3G*"	"3"	7	7		""	"L10989"	
Fe	1	"299.6570"	"0.0004"	"299.657692"	"0.000020"	"0"	""		"2.83252676"	"6.96884828"	"3d6.(5D).4s.4p.(3P*)"	"z 7F*"	"5"	"3d6.4s.(6D).5d"	"5D"	"4"	11	9		""	"L11631c80"	
Cr	1	"299.65808"	"0.0003"	"299.657788"	"0.000013"	"250q"	"2.0e+08"	C	"0.98287742"	"5.11919762"	"3d4.4s2"	"a 5D"	"2"	"3d4.(5D).4s.4p.(1P*)"	"y 5D*"	"1"	5	3		"T3196"	"L14866"	
Mn	2	"299.6603"	"0.0006"	"299.6604"	"0.0003"	"8"	""		"6.4934578"	"10.629742"	"3d5.(2F).4s"	"d 3F"	"3"	"3d5.(2H).4p"	"w 3G*"	"3"	7	7		""	"L562"	
Cu	2	"299.68412"	"0.00019"	"299.68382"	"0.00006"	"720"	""		"15.06716123"	"19.2031221"	"3d8.(3F).4s.4p.(3P*)"	"1F*"	"3"	"3d9.(2D<5/2>).8d"	"2[7/2]"	"4"	7	9		""	"L869c171"	
Na	2	"299.689"	"0.010"	""	""	"40"	""		""	""	""	""	""	""	""	""				""	"L914"	
O	2	""	""	"299.6937"	""	""	""		"28.8307832"	"32.966607"	"2s2.2p2.(3P).3d"	"4P"	"3/2"	"2s2.2p2.(3P).5f D"	"2[1]*"	"3/2"	4	4		""	"L11267"	
Fe	2	"299.6944"	"0.0005"	"299.693626"	"0.000021"	"90d"	""		"9.0686191"	"13.2044447"	"3d6.(1G2).4p"	"w 2G*"	"7/2"	"3d5.4s.(7S).4d"	"6D"	"9/2"	8	10		""	"L18349c142"	
Mn	2	"299.7156"	"0.0006"	"299.7156"	"0.0003"	"30"	""		"6.494219"	"10.629742"	"3d5.(2F).4s"	"d 3F"	"2"	"3d5.(2H).4p"	"w 3G*"	"3"	5	7		""	"L562"	
O	2	""	""	"299.7188"	""	""	""		"28.8390335"	"32.974511"	"2s2.2p2.(3P).3d"	"4P"	"1/2"	"2s2.2p2.(3P).5f F"	"2[2]*"	"3/2"	2	4		""	"L11267"	
Fe	2	"299.7296"	"0.0005"	"299.729991"	"0.000020"	"1100"	"9.e+06"	D+	"4.49479059"	"8.6301144"	"3d6.(3D).4s"	"b 2D"	"5/2"	"3d6.(3G).4p"	"y 2F*"	"7/2"	6	8		"T6892c83"	"L18349c143"	
Ca	1	"299.731"	""	"299.73158"	""	"8"	"2.41e+07"	C	"1.8858075"	"6.0211093"	"3p6.4s.4p"	"3P*"	"1"	"3p6.3d2"	"3P"	"2"	3	5		"T539n,LS"	"L6097"	
Cu	1	"299.7364"	"0.0009"	"299.7365"	"0.0003"	"2000"	""		"1.6422256"	"5.777459"	"3d9.4s2"	"2D"	"3/2"	"3d9.(2D).4s.4p.(3P*)"	"2D*"	"5/2"	4	6		""	"L772"	
Ti	1	"299.7409"	"0.0004"	"299.7404"	"0.0003"	"1"	""		"1.87316703"	"6.008347"	"3d3.(2G).4s"	"a 3G"	"3"	"3d2.4s.(2F).5p"	"3F*"	"2"	7	5		""	"L10989"	
Fe	2	"299.7526"	"0.0005"	"299.752694"	"0.000018"	"110d,bl(Fe I)?"	""		"8.9564405"	"13.0914511"	"3d6.(3D).4p"	"w 4F*"	"5/2"	"3d6.(3F2).4d"	"4H"	"7/2"	6	8		""	"L18349c143"	
Fe	1	"299.7526"	"0.0004"	"299.75299"	"0.00003"	"0d,bl?"	""		"2.86539125"	"7.0003978"	"3d6.(5D).4s.4p.(3P*)"	"z 7F*"	"3"	"3d6.4s.(6D).5d"	"7P"	"3"	7	7		""	"L11631c80"	
Fe	2	"299.7706"	"0.0005"	"299.770420"	"0.000018"	"110d?"	"3.0e+06"	D+	"8.9478161"	"13.0825823"	"3d6.(3D).4p"	"w 4F*"	"3/2"	"3d6.(3F2).4d"	"4F"	"3/2"	4	4		"T6892c83"	"L18349c143"	
Ti	2	"299.7777"	"0.0003"	"299.77761"	"0.00004"	"3"	""		"4.96274032"	"9.0974073"	"3d2.(3P).4p"	"z 4S*"	"3/2"	"3d2.(1D).4d"	"2S"	"1/2"	4	2		""	"u37"	
Fe	2	"299.7980"	"0.0005"	"299.797237"	"0.000015"	"190"	"1.6e+06"	D	"7.12826481"	"11.2626611"	"3d5.4s2"	"d 4P"	"3/2"	"3d6.(3P1).4p"	"4P*"	"1/2"	4	2		"T6892c83"	"L18349c142"	
